avg_timeout_results
None
avg_selection_results
     runtime_frac  cross_acc  true_acc  diff
108      0.216896   0.938966  0.947810   0.0
109      0.218899   0.939203  0.945650   0.0
110      0.220902   0.939737  0.949965   0.0
111      0.222905   0.940082  0.950660   0.0
112      0.224908   0.939687  0.949704   0.0
113      0.226910   0.938369  0.951185   0.0
114      0.228913   0.938213  0.944945   0.0
115      0.230916   0.938319  0.941446   0.0
116      0.232919   0.937461  0.939311   0.0
117      0.234922   0.936943  0.939594   0.0
118      0.236925   0.938061  0.939223   0.0
119      0.238927   0.937643  0.941684   0.0
120      0.240930   0.938904  0.940476   0.0
121      0.242933   0.939298  0.940136   0.0
122      0.244936   0.939894  0.940811   0.0
123      0.246939   0.941338  0.940999   0.0
124      0.248941   0.940983  0.941587   0.0
125      0.250944   0.940158  0.940527   0.0
126      0.252947   0.941068  0.939065   0.0
127      0.254950   0.941332  0.942366   0.0
128      0.256953   0.941577  0.945034   0.0
129      0.258956   0.941691  0.945847   0.0
130      0.260958   0.942150  0.948718   0.0
131      0.262961   0.942071  0.947905   0.0
132      0.264964   0.943194  0.948682   0.0
133      0.266967   0.943833  0.948055   0.0
134      0.268970   0.944381  0.948070   0.0
135      0.270973   0.943775  0.952224   0.0
136      0.272975   0.944451  0.955322   0.0
137      0.274978   0.944181  0.955911   0.0
138      0.276981   0.944366  0.955846   0.0
139      0.278984   0.944604  0.953071   0.0
140      0.280987   0.945305  0.955812   0.0
141      0.282989   0.944848  0.958120   0.0
142      0.284992   0.944550  0.958037   0.0
143      0.286995   0.945097  0.956210   0.0
144      0.288998   0.945137  0.953902   0.0
145      0.291001   0.945005  0.952789   0.0
146      0.293004   0.945430  0.955455   0.0
147      0.295006   0.946795  0.955601   0.0
148      0.297009   0.947801  0.958995   0.0
149      0.299012   0.947408  0.957305   0.0
150      0.301015   0.947728  0.955632   0.0
151      0.303018   0.947657  0.956234   0.0
152      0.305021   0.948370  0.956314   0.0
153      0.307023   0.948316  0.954724   0.0
154      0.309026   0.948788  0.956111   0.0
155      0.311029   0.949336  0.955713   0.0
156      0.313032   0.949678  0.954144   0.0
157      0.315035   0.949310  0.952697   0.0
158      0.317037   0.948498  0.952969   0.0
159      0.319040   0.949220  0.952716   0.0
160      0.321043   0.949278  0.952544   0.0
161      0.323046   0.949070  0.956154   0.0
162      0.325049   0.949807  0.956081   0.0
163      0.327052   0.950774  0.956654   0.0
164      0.329054   0.951486  0.956405   0.0
165      0.331057   0.951461  0.957692   0.0
166      0.333060   0.951445  0.956048   0.0
167      0.335063   0.951092  0.957574   0.0
168      0.337066   0.950743  0.956488   0.0
169      0.339069   0.951559  0.957672   0.0
170      0.341071   0.952099  0.958995   0.0
171      0.343074   0.951848  0.959679   0.0
172      0.345077   0.952171  0.958522   0.0
173      0.347080   0.952602  0.958440   0.0
174      0.349083   0.951906  0.957519   0.0
175      0.351085   0.951863  0.956515   0.0
176      0.353088   0.952476  0.959518   0.0
177      0.355091   0.952390  0.958112   0.0
178      0.357094   0.952545  0.957651   0.0
179      0.359097   0.953043  0.964069   0.0
180      0.361100   0.952619  0.960431   0.0
181      0.363102   0.953112  0.959096   0.0
182      0.365105   0.953389  0.960214   0.0
183      0.367108   0.952392  0.958179   0.0
184      0.369111   0.952895  0.958614   0.0
185      0.371114   0.953472  0.960317   0.0
186      0.373116   0.954049  0.959022   0.0
187      0.375119   0.954162  0.958995   0.0
188      0.377122   0.954552  0.958312   0.0
189      0.379125   0.954179  0.959169   0.0
190      0.381128   0.955114  0.958892   0.0
191      0.383131   0.955262  0.957985   0.0
192      0.385133   0.955866  0.957145   0.0
193      0.387136   0.956215  0.955908   0.0
194      0.389139   0.956557  0.956349   0.0
195      0.391142   0.956685  0.954566   0.0
196      0.393145   0.956695  0.956371   0.0
197      0.395148   0.955756  0.957672   0.0
198      0.397150   0.955833  0.957031   0.0
199      0.399153   0.955339  0.958372   0.0
200      0.401156   0.955046  0.961419   0.0
201      0.403159   0.955921  0.962378   0.0
202      0.405162   0.955765  0.962575   0.0
203      0.407164   0.955807  0.963725   0.0
204      0.409167   0.956582  0.962996   0.0
205      0.411170   0.956354  0.963069   0.0
206      0.413173   0.956009  0.965362   0.0
207      0.415176   0.956445  0.963535   0.0
208      0.417179   0.956552  0.961575   0.0
209      0.419181   0.956961  0.961870   0.0
210      0.421184   0.957598  0.963662   0.0
211      0.423187   0.957231  0.962332   0.0
212      0.425190   0.957602  0.965979   0.0
213      0.427193   0.957817  0.965608   0.0
214      0.429196   0.957284  0.966710   0.0
215      0.431198   0.957594  0.965518   0.0
216      0.433201   0.957784  0.966321   0.0
217      0.435204   0.958505  0.961507   0.0
218      0.437207   0.958297  0.963337   0.0
219      0.439210   0.958382  0.968250   0.0
220      0.441212   0.958749  0.968385   0.0
221      0.443215   0.959089  0.971389   0.0
222      0.445218   0.960297  0.970357   0.0
223      0.447221   0.960575  0.969577   0.0
224      0.449224   0.960455  0.970689   0.0
225      0.451227   0.959908  0.970899   0.0
226      0.453229   0.959153  0.970899   0.0
227      0.455232   0.958505  0.969502   0.0
228      0.457235   0.958945  0.968741   0.0
229      0.459238   0.959792  0.970960   0.0
230      0.461241   0.959974  0.972095   0.0
231      0.463243   0.960688  0.970547   0.0
232      0.465246   0.960082  0.969577   0.0
233      0.467249   0.960281  0.969577   0.0
234      0.469252   0.960343  0.969577   0.0
235      0.471255   0.960785  0.969577   0.0
236      0.473258   0.961674  0.970503   0.0
237      0.475260   0.961938  0.972571   0.0
238      0.477263   0.962277  0.973545   0.0
239      0.479266   0.962405  0.973545   0.0
240      0.481269   0.962849  0.973553   0.0
241      0.483272   0.962169  0.976788   0.0
242      0.485275   0.961770  0.976190   0.0
243      0.487277   0.962001  0.976649   0.0
244      0.489280   0.961550  0.974868   0.0
245      0.491283   0.961771  0.974351   0.0
246      0.493286   0.961912  0.973965   0.0
247      0.495289   0.961663  0.973545   0.0
248      0.497291   0.961903  0.973864   0.0
249      0.499294   0.962294  0.974713   0.0
250      0.501297   0.961726  0.972936   0.0
251      0.503300   0.961957  0.972222   0.0
252      0.505303   0.962017  0.975003   0.0
253      0.507306   0.961530  0.976215   0.0
254      0.509308   0.961407  0.977513   0.0
255      0.511311   0.962221  0.976210   0.0
256      0.513314   0.961388  0.976190   0.0
257      0.515317   0.961534  0.976000   0.0
258      0.517320   0.962417  0.975332   0.0
259      0.519323   0.962360  0.976134   0.0
260      0.521325   0.962011  0.975063   0.0
261      0.523328   0.962782  0.975932   0.0
262      0.525331   0.963085  0.977430   0.0
263      0.527334   0.963152  0.977467   0.0
264      0.529337   0.963029  0.976211   0.0
265      0.531339   0.962667  0.977513   0.0
266      0.533342   0.962041  0.976974   0.0
267      0.535345   0.963217  0.976190   0.0
268      0.537348   0.962904  0.975921   0.0
269      0.539351   0.963092  0.977165   0.0
270      0.541354   0.962716  0.977513   0.0
271      0.543356   0.962769  0.977513   0.0
272      0.545359   0.963089  0.977271   0.0
273      0.547362   0.963264  0.976972   0.0
274      0.549365   0.963686  0.977513   0.0
275      0.551368   0.964048  0.977513   0.0
276      0.553371   0.964540  0.977264   0.0
277      0.555373   0.965020  0.977248   0.0
278      0.557376   0.965227  0.977513   0.0
279      0.559379   0.965573  0.977513   0.0
280      0.561382   0.965026  0.976615   0.0
281      0.563385   0.964527  0.978197   0.0
282      0.565387   0.964941  0.978836   0.0
283      0.567390   0.965984  0.977513   0.0
284      0.569393   0.966511  0.976538   0.0
285      0.571396   0.966271  0.975180   0.0
286      0.573399   0.966727  0.976190   0.0
287      0.575402   0.966679  0.975151   0.0
288      0.577404   0.966473  0.973690   0.0
289      0.579407   0.966995  0.972617   0.0
290      0.581410   0.967024  0.972222   0.0
291      0.583413   0.967486  0.975172   0.0
292      0.585416   0.967703  0.976118   0.0
293      0.587418   0.967982  0.975540   0.0
294      0.589421   0.968525  0.976190   0.0
295      0.591424   0.968841  0.976190   0.0
296      0.593427   0.968833  0.977267   0.0
297      0.595430   0.968807  0.977006   0.0
298      0.597433   0.968710  0.977513   0.0
299      0.599435   0.967993  0.976723   0.0
300      0.601438   0.968289  0.976190   0.0
301      0.603441   0.968831  0.976755   0.0
302      0.605444   0.969089  0.976805   0.0
303      0.607447   0.969607  0.975201   0.0
304      0.609450   0.970319  0.975014   0.0
305      0.611452   0.970556  0.976420   0.0
306      0.613455   0.970722  0.975636   0.0
307      0.615458   0.971059  0.976930   0.0
308      0.617461   0.971973  0.976787   0.0
309      0.619464   0.972065  0.976853   0.0
310      0.621466   0.972222  0.977391   0.0
311      0.623469   0.972044  0.979037   0.0
312      0.625472   0.972319  0.980599   0.0
